par_cz,par_czname,par_state,par_stateabbrv,kid_count,inventor,inventor_cat_1,inventor_cat_2,inventor_cat_3,inventor_cat_4,inventor_cat_5,inventor_cat_6,inventor_cat_7,kid_count_g_m,inventor_g_m,inventor_cat_1_g_m,inventor_cat_2_g_m,inventor_cat_3_g_m,inventor_cat_4_g_m,inventor_cat_5_g_m,inventor_cat_6_g_m,inventor_cat_7_g_m,kid_count_g_f,inventor_g_f,inventor_cat_1_g_f,inventor_cat_2_g_f,inventor_cat_3_g_f,inventor_cat_4_g_f,inventor_cat_5_g_f,inventor_cat_6_g_f,inventor_cat_7_g_f
26801,Fargo,North Dakota,ND,12744,0.0040019,0.0003923,0.0014124,0.0004708,0.0004708,0.0005493,0.0005493,0.0001569,6353,0.0067685,0.000787,0.0023611,0.0004722,0.0009444,0.0011018,0.0009444,0.0001574,6389,0.0012522,0,0.0004696,0.0004696,0,0,0.0001565,0.0001565
26802,Lisbon,North Dakota,ND,1103,0.0063463,0,0.0018132,0.0009066,0.0018132,0.0018132,0,0,569,0.0105448,0,0.0035149,0.0017575,0.0035149,0.0017575,0,0,534,0.0018727,0,0,0,0,0.0018727,0,0
26803,Jamestown,North Dakota,ND,2636,0.0015175,0,0.0007587,0,0,0,0.0007587,0,1323,0.0030234,0,0.0015117,0,0,0,0.0015117,0,1313,0,0,0,0,0,0,0,0
26804,Cooperstown,North Dakota,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,
26901,Fergus Falls,Minnesota,MN,8296,0.0021697,0.0001205,0.0002411,0.0003616,0.0004822,0.0004822,0.0003616,0.0001205,4095,0.003663,0.0002442,0.0004884,0.0004884,0.0007326,0.0009768,0.0004884,0.0002442,4200,0.0007143,0,0,0.0002381,0.0002381,0,0.0002381,0
26902,Little Falls,Minnesota,MN,5607,0.0024969,0.0003567,0.000535,0.0001783,0,0.0003567,0.0007134,0.0003567,2817,0.0042599,0.00071,0.000355,0.000355,0,0.00071,0.00142,0.00071,2790,0.0007168,0,0.0007168,0,0,0,0,0
27001,O'Neill,Nebraska,NE,1303,0.0015349,0,0,0,0.0007675,0,0.0007675,0,643,0.0031104,0,0,0,0.0015552,0,0.0015552,0,660,0,0,0,0,0,0,0,0
27002,Ord,Nebraska,NE,786,0.0025445,0,0,0,0.0025445,0,0,0,373,0.0053619,0,0,0,0.0053619,0,0,0,413,0,0,0,0,0,0,0,0
27003,Ainsworth,Nebraska,NE,412,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
27004,Winner,South Dakota,SD,898,0.0011136,0,0,0,0.0011136,0,0,0,474,0.0021097,0,0,0,0.0021097,0,0,0,424,0,0,0,0,0,0,0,0
27005,Yankton,South Dakota,SD,3487,0.0034414,0,0.0002868,0.0002868,0.0005736,0.0014339,0.0002868,0.0005736,1784,0.0067265,0,0.0005605,0.0005605,0.0011211,0.0028027,0.0005605,0.0011211,1703,0,0,0,0,0,0,0,0
27006,Mitchell,South Dakota,SD,2039,0.0014713,0.0004904,0,0,0,0.0004904,0.0004904,0,999,0.002002,0,0,0,0,0.001001,0.001001,0,1040,0.0009615,0.0009615,0,0,0,0,0,0
27007,Huron,South Dakota,SD,1395,0.0028674,0.0014337,0.0014337,0,0,0,0,0,717,0.0041841,0.0013947,0.0027894,0,0,0,0,0,678,0.0014749,0.0014749,0,0,0,0,0,0
27008,Parkston,South Dakota,SD,1573,0.0019072,0,0.0006357,0.0006357,0,0,0.0006357,0,821,0.0024361,0,0,0.001218,0,0,0.001218,0,752,0.0013298,0,0.0013298,0,0,0,0,0
27009,Chamberlain,South Dakota,SD,825,0.0024242,0,0.0012121,0.0012121,0,0,0,0,405,0.0049383,0,0.0024691,0.0024691,0,0,0,0,420,0,0,0,0,0,0,0,0
27010,Miller,South Dakota,SD,331,0.0090634,0,0.0030211,0.0030211,0,0,0.0030211,0,,,,,,,,,,,,,,,,,,
27011,Pierre,South Dakota,SD,1579,0.0037999,0,0.0006333,0.0012666,0.0006333,0.0006333,0.0006333,0,791,0.0063211,0,0.0012642,0.0012642,0.0012642,0.0012642,0.0012642,0,788,0.001269,0,0,0.001269,0,0,0,0
27012,Gettysburg,South Dakota,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,
27101,Willmar,Minnesota,MN,6356,0.002832,0.0003147,0.0006293,0.0001573,0.0001573,0.000472,0.000472,0.0006293,3202,0.0053092,0.0006246,0.0009369,0.0003123,0.0003123,0.0009369,0.0009369,0.0012492,3154,0.0003171,0,0.0003171,0,0,0,0,0
27102,Marshall,Minnesota,MN,3959,0.0020207,0.0002526,0.0002526,0.0002526,0,0.0007578,0.0005052,0,1963,0.003566,0.0005094,0.0005094,0,0,0.0015283,0.0010188,0,1995,0.0005013,0,0,0.0005013,0,0,0,0
27201,Sioux Center,Iowa,IA,4692,0.0038363,0,0.0006394,0.0002131,0.0006394,0.0006394,0.0010656,0.0006394,2381,0.0071399,0,0.00084,0.00042,0.00126,0.00126,0.0021,0.00126,2311,0.0004327,0,0.0004327,0,0,0,0,0
27202,Worthington,Minnesota,MN,4094,0.0034196,0.0004885,0,0.0012213,0.0002443,0.0002443,0.000977,0.0002443,2023,0.0049432,0.0004943,0,0.0019773,0.0004943,0.0004943,0.0014829,0,2071,0.0019314,0.0004829,0,0.0004829,0,0,0.0004829,0.0004829
27301,Spencer,Iowa,IA,4353,0.0029864,0,0.0011486,0.0004595,0.0002297,0.0004595,0.0004595,0.0002297,2133,0.0060947,0,0.0023441,0.0009376,0.0004688,0.0009376,0.0009376,0.0004688,2220,0,0,0,0,0,0,0,0
27302,Fairmont,Minnesota,MN,3774,0.0015898,0,0.0007949,0.000265,0.000265,0,0,0.000265,1943,0.0025733,0,0.0010293,0.0005147,0.0005147,0,0,0.0005147,1831,0.0005461,0,0.0005461,0,0,0,0,0
27401,Storm Lake,Iowa,IA,3731,0.0024122,0.000268,0.000268,0,0.0008041,0.0008041,0,0.000268,1916,0.0046973,0.0005219,0.0005219,0,0.0015658,0.0015658,0,0.0005219,1815,0,0,0,0,0,0,0,0
27402,Fort Dodge,Iowa,IA,6932,0.0025967,0.0002885,0.0007213,0.0002885,0.0001443,0.0004328,0.000577,0.0001443,3446,0.0043529,0.0005804,0.0011608,0.0002902,0.0002902,0.0008706,0.0008706,0.0002902,3486,0.0008606,0,0.0002869,0.0002869,0,0,0.0002869,0
27501,Des Moines,Iowa,IA,34649,0.0025109,0.0001154,0.0006927,0.0004906,0.0002886,0.0003752,0.0004041,0.0001443,17428,0.0041313,0.0001721,0.001205,0.0006885,0.0004017,0.0006312,0.0007459,0.0002869,17221,0.000871,0.0000581,0.0001742,0.0002903,0.0001742,0.0001161,0.0000581,0
27502,Creston,Iowa,IA,2298,0.0013055,0.0004352,0,0,0.0004352,0.0004352,0,0,1136,0.0017606,0,0,0,0.0008803,0.0008803,0,0,1162,0.0008606,0.0008606,0,0,0,0,0,0
27503,Atlantic,Iowa,IA,2453,0.0020383,0.0004077,0,0,0.0004077,0.001223,0,0,1222,0.0040917,0.0008183,0,0,0.0008183,0.002455,0,0,1231,0,0,0,0,0,0,0,0
27504,Carroll,Iowa,IA,3673,0.0035393,0.0002723,0.0005445,0.0002723,0.0002723,0.0005445,0.001089,0.0005445,1858,0.0053821,0.0005382,0.0010764,0,0.0005382,0.0010764,0.0016146,0.0005382,1815,0.0016529,0,0,0.000551,0,0,0.000551,0.000551
27601,Rapid City,South Dakota,SD,11340,0.0013228,0,0.0004409,0.0001764,0.0001764,0.0004409,0.0000882,0,5653,0.0026535,0,0.0008845,0.0003538,0.0003538,0.0008845,0.0001769,0,5687,0,0,0,0,0,0,0,0
27602,Eagle Butte,South Dakota,SD,615,0.001626,0.001626,0,0,0,0,0,0,313,0.0031949,0.0031949,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0
27603,Southwest Jackson UT,South Dakota,SD,460,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
27604,Murdo,South Dakota,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,
27605,Mission,South Dakota,SD,744,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0
27701,Scottsbluff,Nebraska,NE,4800,0.001875,0,0.0004167,0,0.0002083,0.000625,0.0004167,0.0002083,2385,0.0033543,0,0.0008386,0,0.0004193,0.0012579,0.0008386,0,2415,0.0004141,0,0,0,0,0,0,0.0004141
27702,Cheyenne,Wyoming,WY,6466,0.0024745,0.0001547,0.000464,0.000464,0.000464,0.000464,0.000464,0,3309,0.0045331,0,0.0009066,0.0009066,0.0009066,0.0009066,0.0009066,0,3157,0.0003168,0.0003168,0,0,0,0,0,0
27703,Torrington,Wyoming,WY,1535,0.0019544,0,0.0006515,0,0,0,0.0006515,0.0006515,784,0.0038265,0,0.0012755,0,0,0,0.0012755,0.0012755,751,0,0,0,0,0,0,0,0
27704,Gordon,South Dakota,SD,1799,0,0,0,0,0,0,0,0,885,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0
27801,Virginia Beach,Nebraska,NE,4403,0.0020441,0,0.0009085,0,0.0002271,0.0006814,0.0002271,0,2253,0.0035508,0,0.0013316,0,0.0004439,0.0013316,0.0004439,0,2150,0.0004651,0,0.0004651,0,0,0,0,0
27802,Columbus,Nebraska,NE,4982,0.0024087,0,0.0004014,0.0002007,0.0002007,0.0006022,0.0010036,0,2543,0.0047188,0,0.0007865,0.0003932,0.0003932,0.0011797,0.0019662,0,2439,0,0,0,0,0,0,0,0
27901,Hastings,Nebraska,NE,2795,0.0025045,0.0003578,0.0003578,0,0.0003578,0.0003578,0.0003578,0.0007156,1398,0.0035765,0.0007153,0.0007153,0,0,0.0007153,0.0007153,0.0007153,1397,0.0014316,0,0,0,0.0007158,0,0,0.0007158
27902,York,Nebraska,NE,1979,0.0015159,0,0.0010106,0,0,0.0005053,0,0,977,0.0030706,0,0.0020471,0,0,0.0010235,0,0,1002,0,0,0,0,0,0,0,0
27903,Grand Island,Nebraska,NE,5408,0.002034,0.0001849,0.0005547,0.0005547,0,0,0.0005547,0.0001849,2762,0.0025344,0.0003621,0.0007241,0.0003621,0,0,0.0007241,0.0003621,2645,0.0015123,0,0.0003781,0.0007561,0,0,0.0003781,0
28001,Sioux City,Iowa,IA,13248,0.002038,0.0002264,0.0004529,0.000151,0.000151,0.0003019,0.0006793,0.0000755,6724,0.0040155,0.0004462,0.0008923,0.0002974,0.0002974,0.0005949,0.0013385,0.0001487,6524,0,0,0,0,0,0,0,0
28002,West Point,Nebraska,NE,1907,0.0026219,0,0,0.0005244,0.0010488,0,0.0010488,0,943,0.0042418,0,0,0.0010604,0.0010604,0,0.0021209,0,964,0.0010373,0,0,0,0.0010373,0,0,0
28101,Lincoln,Nebraska,NE,18219,0.0018113,0.0001098,0.0004391,0.000494,0.0001647,0.0002744,0.0001647,0.0001647,9094,0.0027491,0.00011,0.0007697,0.0006598,0.0003299,0.0005498,0.0002199,0.00011,9125,0.0008767,0.0001096,0.0001096,0.0003288,0,0,0.0001096,0.0002192
28102,Nebraska City,Nebraska,NE,2702,0.0003701,0,0.0003701,0,0,0,0,0,1343,0.0007446,0,0.0007446,0,0,0,0,0,1359,0,0,0,0,0,0,0,0
28201,Red Oak,Iowa,IA,3183,0.0021992,0.0006283,0.0003142,0.0006283,0,0,0.0003142,0.0003142,1591,0.0043997,0.0012571,0.0006285,0.0012571,0,0,0.0006285,0.0006285,1592,0,0,0,0,0,0,0,0
28202,Omaha,Nebraska,NE,52818,0.0018365,0.0000947,0.0006248,0.0002651,0.0002272,0.0001704,0.0003787,0.0000757,26609,0.0028938,0.0001503,0.000902,0.0004134,0.0003382,0.0003007,0.0006389,0.0001503,26208,0.0007631,0.0000382,0.0003434,0.0001145,0.0001145,0.0000382,0.0001145,0
28301,Sterling,Colorado,CO,2741,0.0025538,0.0007297,0.0003648,0.0007297,0,0,0.0003648,0.0003648,1381,0.0043447,0.0014482,0.0007241,0.0007241,0,0,0.0007241,0.0007241,1360,0.0007353,0,0,0.0007353,0,0,0,0
28302,Ogallala,Nebraska,NE,1269,0.001576,0,0.001576,0,0,0,0,0,628,0.0031847,0,0.0031847,0,0,0,0,0,641,0,0,0,0,0,0,0,0
28303,Oshkosh,Nebraska,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,
28304,Valentine,Nebraska,NE,617,0.0016207,0,0.0016207,0,0,0,0,0,329,0.0030395,0,0.0030395,0,0,0,0,0,288,0,0,0,0,0,0,0,0
28305,Broken Bow,Nebraska,NE,978,0.002045,0,0,0,0.0010225,0.0010225,0,0,498,0.0040161,0,0,0,0.002008,0.002008,0,0,480,0,0,0,0,0,0,0,0
28306,North Platte,Nebraska,NE,2660,0.0011278,0,0.0003759,0.0003759,0,0,0,0.0003759,1342,0.0014903,0,0.0007452,0.0007452,0,0,0,0,1318,0.0007587,0,0,0,0,0,0,0.0007587
28401,Colorado Springs,Colorado,CO,35523,0.0024773,0.0001689,0.0007319,0.0003097,0.0004223,0.0002534,0.0004223,0.0001689,17970,0.0040067,0.0001669,0.0013912,0.0004452,0.0007234,0.0003895,0.0006678,0.0002226,17551,0.0009116,0.0001709,0.000057,0.0001709,0.000114,0.000114,0.0001709,0.000114
28402,Limon,Colorado,CO,374,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
28501,Springfield,Colorado,CO,318,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
28502,Pueblo,Colorado,CO,11211,0.0012488,0,0.0000892,0.0003568,0.0002676,0.0000892,0.0003568,0.0000892,5627,0.0017771,0,0,0.0007109,0.0003554,0,0.0005331,0.0001777,5584,0.0007163,0,0.0001791,0,0.0001791,0.0001791,0.0001791,0
28503,Trinidad,Colorado,CO,1250,0.0008,0,0,0,0,0,0.0008,0,623,0,0,0,0,0,0,0,0,627,0.0015949,0,0,0,0,0,0.0015949,0
28504,Burlington,Colorado,CO,855,0.0011696,0,0,0,0.0011696,0,0,0,442,0.0022624,0,0,0,0.0022624,0,0,0,413,0,0,0,0,0,0,0,0
28601,Oberlin,Kansas,KS,461,0.0043384,0,0,0,0,0,0.0043384,0,,,,,,,,,,,,,,,,,,
28602,Norton,Kansas,KS,386,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
28603,Phillipsburg,Kansas,KS,765,0.0013072,0,0.0013072,0,0,0,0,0,404,0.0024752,0,0.0024752,0,0,0,0,0,361,0,0,0,0,0,0,0,0
28604,Colby,Kansas,KS,1288,0.0031056,0.0007764,0.0007764,0,0,0,0.0007764,0.0007764,667,0.0044978,0.0014993,0.0014993,0,0,0,0.0014993,0,621,0.0016103,0,0,0,0,0,0,0.0016103
28605,Goodland,Kansas,KS,615,0.004878,0.001626,0.001626,0,0.001626,0,0,0,307,0.009772,0.0032573,0.0032573,0,0.0032573,0,0,0,308,0,0,0,0,0,0,0,0
28606,Wano,Kansas,KS,339,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
28607,McCook,Nebraska,NE,1524,0.0006562,0,0,0,0,0,0.0006562,0,799,0,0,0,0,0,0,0,0,725,0.0013793,0,0,0,0,0,0.0013793,0
28608,Kearney,Nebraska,NE,3715,0.0005384,0,0,0,0,0,0.0002692,0.0002692,1831,0.0010923,0,0,0,0,0,0.0005461,0.0005461,1883,0,0,0,0,0,0,0,0
28609,Lexington,Nebraska,NE,3466,0.0008656,0,0,0.0002885,0,0.000577,0,0,1770,0.0011299,0,0,0,0,0.0011299,0,0,1695,0.00059,0,0,0.00059,0,0,0,0
28701,Salida,Colorado,CO,884,0.0033937,0,0,0,0.0011312,0.0011312,0,0.0011312,454,0.0066079,0,0,0,0.0022026,0.0022026,0,0.0022026,430,0,0,0,0,0,0,0,0
28702,Glenwood Springs,Colorado,CO,6060,0.0033003,0.00033,0.0006601,0.0006601,0.0008251,0,0.000495,0.00033,2993,0.0046776,0,0.0013365,0.0010023,0.0013365,0,0.0010023,0,3067,0.0019563,0.0006521,0,0.0003261,0.0003261,0,0,0.0006521
28703,Granby,Colorado,CO,674,0.0014837,0,0,0,0,0,0.0014837,0,347,0.0028818,0,0,0,0,0,0.0028818,0,327,0,0,0,0,0,0,0,0
28704,Laramie,Wyoming,WY,1704,0.004108,0.0005869,0.0005869,0.0011737,0.0005869,0.0005869,0.0005869,0,847,0.0070838,0.0011806,0,0.0023613,0.0011806,0.0011806,0.0011806,0,857,0.0011669,0,0.0011669,0,0,0,0,0
28800,Fort Collins,Colorado,CO,26208,0.0030907,0.0001526,0.0009539,0.0004197,0.0005723,0.0003053,0.000496,0.0001908,13364,0.0054624,0.0002993,0.001721,0.0005238,0.0011224,0.0005238,0.0008979,0.0003741,12844,0.0006229,0,0.0001557,0.0003114,0,0.0000779,0.0000779,0
28900,Denver,Colorado,CO,131074,0.0031204,0.0003357,0.0010147,0.0006027,0.0003891,0.0002136,0.0002975,0.000267,66337,0.0051253,0.0005276,0.0017336,0.0008442,0.0007236,0.0003919,0.0004824,0.0004221,64724,0.0010661,0.0001391,0.0002781,0.0003554,0.0000464,0.0000309,0.0001082,0.0001082
29001,Pratt,Kansas,KS,1393,0.0007179,0,0,0,0,0,0.0007179,0,658,0,0,0,0,0,0,0,0,735,0.0013605,0,0,0,0,0,0.0013605,0
29002,Coldwater,Kansas,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,
29003,Dodge City,Kansas,KS,2801,0.0014281,0,0.000714,0,0,0.000714,0,0,1423,0.002811,0,0.0014055,0,0,0.0014055,0,0,1378,0,0,0,0,0,0,0,0
29004,Great Bend,Kansas,KS,3347,0.0017927,0,0.0008963,0,0,0.0005976,0.0002988,0,1719,0.0029087,0,0.0011635,0,0,0.0011635,0.0005817,0,1628,0.0006143,0,0.0006143,0,0,0,0,0
29005,Hutchinson,Kansas,KS,5414,0.0003694,0,0,0,0.0001847,0,0.0001847,0,2751,0.0003635,0,0,0,0.0003635,0,0,0,2663,0.0003755,0,0,0,0,0,0.0003755,0
29006,Hays,Kansas,KS,2537,0.0019708,0.0003942,0.0003942,0.0003942,0.0003942,0,0.0003942,0,1300,0.0023077,0.0007692,0.0007692,0,0.0007692,0,0,0,1237,0.0016168,0,0,0.0008084,0,0,0.0008084,0
29007,Township 11,Kansas,KS,653,0.0030628,0,0,0,0,0.0015314,0,0.0015314,347,0.0028818,0,0,0,0,0.0028818,0,0,306,0.003268,0,0,0,0,0,0,0.003268
29008,Center,Kansas,KS,457,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
29101,Concordia,Kansas,KS,1361,0.0044085,0,0,0.0007348,0,0.0007348,0.0022043,0.0007348,704,0.0085227,0,0,0.0014205,0,0.0014205,0.0042614,0.0014205,657,0,0,0,0,0,0,0,0
29102,Superior,Nebraska,NE,914,0.0054705,0,0.0010941,0.0010941,0,0.0021882,0.0010941,0,456,0.0109649,0,0.002193,0.002193,0,0.004386,0.002193,0,458,0,0,0,0,0,0,0,0
29103,Beloit,Kansas,KS,859,0.0023283,0,0,0,0,0,0.0011641,0.0011641,456,0.004386,0,0,0,0,0,0.002193,0.002193,403,0,0,0,0,0,0,0,0
29104,Salina,Kansas,KS,4168,0.0021593,0,0.0002399,0.0002399,0.0002399,0.0007198,0.0007198,0,2135,0.0032787,0,0.0004684,0.0004684,0,0.0014052,0.0009368,0,2033,0.0009838,0,0,0,0.0004919,0,0.0004919,0
29201,Hiawatha,Kansas,KS,1698,0.0017668,0,0.0005889,0,0,0,0,0.0011779,847,0.0035419,0,0.0011806,0,0,0,0,0.0023613,851,0,0,0,0,0,0,0,0
29202,Marysville,Kansas,KS,1343,0.0022338,0,0,0,0.0007446,0.0007446,0.0007446,0,677,0.0029542,0,0,0,0.0014771,0,0.0014771,0,666,0.0015015,0,0,0,0,0.0015015,0,0
29203,Manhattan,Kansas,KS,8554,0.0018705,0.0001169,0.0004676,0.0002338,0.0003507,0.0002338,0.0003507,0.0001169,4373,0.0029728,0.0002287,0.0009147,0.0002287,0.000686,0.0002287,0.000686,0,4181,0.0007175,0,0,0.0002392,0,0.0002392,0,0.0002392
29204,Topeka,Kansas,KS,19486,0.0016935,0.0000513,0.0006158,0.0002053,0.000154,0.000154,0.000154,0.0003592,9831,0.0031533,0.0001017,0.0012206,0.0003052,0.0003052,0.0003052,0.0003052,0.0006103,9655,0.0002071,0,0,0.0001036,0,0,0,0.0001036
29301,Wichita,Kansas,KS,35397,0.0015538,0.000226,0.000339,0.0000565,0.000339,0.0001695,0.000226,0.0001978,17784,0.0026428,0.0003374,0.0005623,0.0001125,0.0006185,0.0003374,0.0003374,0.0003374,17613,0.0004542,0.0001136,0.0001136,0,0.0000568,0,0.0001136,0.0000568
29302,Newton,Kansas,KS,5564,0.0043134,0.0001797,0.0010784,0.0003595,0.0003595,0.0008986,0.0007189,0.0007189,2810,0.0081851,0.0003559,0.0021352,0.0007117,0.0007117,0.0014235,0.0014235,0.0014235,2754,0.0003631,0,0,0,0,0.0003631,0,0
29303,Winfield,Kansas,KS,3519,0.0019892,0,0.0005683,0.0005683,0.0002842,0,0.0005683,0,1777,0.002251,0,0.0005627,0.0005627,0.0005627,0,0.0005627,0,1742,0.0017222,0,0.0005741,0.0005741,0,0,0.0005741,0
29401,Ottawa,Kansas,KS,3593,0.0011133,0,0.0002783,0,0,0.0002783,0,0.0005566,1811,0.0022087,0,0.0005522,0,0,0.0005522,0,0.0011044,1782,0,0,0,0,0,0,0,0
29402,Emporia,Kansas,KS,3212,0.0012453,0,0.0003113,0.0006227,0.0003113,0,0,0,1602,0.0012484,0,0.0006242,0,0.0006242,0,0,0,1610,0.0012422,0,0,0.0012422,0,0,0,0
29403,Bartlesville,Kansas,KS,9989,0.0017019,0.0001001,0.0004004,0.0002002,0.0001001,0.0003003,0.0005006,0.0001001,5061,0.003359,0.0001976,0.0007904,0.0003952,0.0001976,0.0005928,0.0009879,0.0001976,4927,0,0,0,0,0,0,0,0
29501,Leavenworth,Kansas,KS,5467,0.0009146,0.0001829,0.0001829,0,0.0001829,0,0.0003658,0,2782,0.0010784,0,0.0003595,0,0.0003595,0,0.0003595,0,2684,0.0007452,0.0003726,0,0,0,0,0.0003726,0
29502,Kansas City,Missouri,MO,108902,0.00191,0.0001377,0.0007071,0.0001653,0.0002112,0.0002847,0.0002387,0.0001653,54847,0.0032636,0.0002735,0.001258,0.0001641,0.0003647,0.0005105,0.0004193,0.0002735,54054,0.0005365,0,0.000148,0.0001665,0.0000555,0.0000555,0.0000555,0.0000555
29503,St. Joseph,Missouri,MO,10000,0.0011,0,0.0002,0.0001,0.0002,0.0005,0.0001,0,5061,0.0021735,0,0.0003952,0.0001976,0.0003952,0.0009879,0.0001976,0,4939,0,0,0,0,0,0,0,0
29504,Sedalia,Missouri,MO,5118,0.0009769,0.0003908,0.0001954,0,0,0.0003908,0,0,2563,0.0019508,0.0007803,0.0003902,0,0,0.0007803,0,0,2555,0,0,0,0,0,0,0,0
29505,Polk,Missouri,MO,2058,0.0004859,0,0,0,0,0.0004859,0,0,1028,0.0009728,0,0,0,0,0.0009728,0,0,1030,0,0,0,0,0,0,0,0
29506,Bethany,Missouri,MO,1136,0.0017606,0,0,0.0008803,0,0,0.0008803,0,622,0.0032154,0,0,0.0016077,0,0,0.0016077,0,514,0,0,0,0,0,0,0,0
29601,Columbia,Missouri,MO,17497,0.0019432,0.0001715,0.000743,0.0003429,0.0002858,0,0.0003429,0.0000572,8899,0.0034835,0.0003371,0.0013485,0.0005619,0.0005619,0,0.0005619,0.0001124,8598,0.0003489,0,0.0001163,0.0001163,0,0,0.0001163,0
29602,Eldon,Missouri,MO,4252,0.0002352,0,0,0,0.0002352,0,0,0,2106,0.0004748,0,0,0,0.0004748,0,0,0,2146,0,0,0,0,0,0,0,0
29700,Springfield,Missouri,MO,25490,0.0010985,0.0000392,0.0003531,0.0001177,0.0002746,0.0001569,0.0000785,0.0000785,12974,0.0021582,0.0000771,0.0006937,0.0002312,0.0005395,0.0003083,0.0001542,0.0001542,12515,0,0,0,0,0,0,0,0
29800,Aurora,Missouri,MO,7433,0.0009417,0.0001345,0.0001345,0.0001345,0.0002691,0.0002691,0,0,3776,0.0018538,0.0002648,0.0002648,0.0002648,0.0005297,0.0005297,0,0,3657,0,0,0,0,0,0,0,0
29901,Joplin,Missouri,MO,16483,0.0015774,0.0001213,0.000364,0.0001213,0.000182,0.0001213,0.0004853,0.000182,8299,0.0026509,0.000241,0.000723,0.0001205,0.0003615,0.0001205,0.0008435,0.000241,8184,0.0004888,0,0,0.0001222,0,0.0001222,0.0001222,0.0001222
29902,Center,Missouri,MO,3423,0.0008764,0,0.0002921,0,0,0,0.0005843,0,1694,0.001771,0,0.0005903,0,0,0,0.0011806,0,1729,0,0,0,0,0,0,0,0
30000,Russellville,Arkansas,AR,8555,0.0014027,0,0.0002338,0,0.0001169,0.0002338,0.0005845,0.0002338,4344,0.002302,0,0.0004604,0,0.0002302,0.0004604,0.0009208,0.0002302,4211,0.0004749,0,0,0,0,0,0.0002375,0.0002375
30100,Fort Smith,Arkansas,AR,20316,0.0011321,0.0001969,0.0003446,0.0000984,0.0002461,0,0.0000984,0.0001477,10437,0.0020121,0.0003833,0.0006707,0.0001916,0.0004791,0,0.0000958,0.0001916,9879,0.0002024,0,0,0,0,0,0.0001012,0.0001012
30200,Muskogee,Oklahoma,OK,9734,0.0008219,0.0001027,0.0001027,0.0001027,0.0003082,0,0.0001027,0.0001027,4898,0.0014292,0,0.0002042,0.0002042,0.0006125,0,0.0002042,0.0002042,4835,0.0002068,0.0002068,0,0,0,0,0,0
30300,Fayetteville,Arkansas,AR,20574,0.0007777,0,0.0001458,0.0001458,0.0001458,0.0001944,0.0000486,0.0000972,10397,0.0012504,0,0.0002885,0.0000962,0.0002885,0.0003847,0.0000962,0.0000962,10176,0.0002948,0,0,0.0001965,0,0,0,0.0000983
30401,Stillwater,Oklahoma,OK,4402,0.0020445,0.0002272,0.0006815,0.0004543,0.0004543,0,0.0002272,0,2223,0.0040486,0.0004498,0.0013495,0.0008997,0.0008997,0,0.0004498,0,2179,0,0,0,0,0,0,0,0
30402,Tulsa,Oklahoma,OK,57937,0.0019331,0.0000863,0.0003797,0.0002589,0.0002589,0.0002071,0.0005868,0.0001553,29121,0.0030562,0.0000687,0.0006868,0.0003777,0.0005151,0.0003777,0.0007898,0.0002404,28813,0.0007983,0.0001041,0.0000694,0.0001388,0,0.0000347,0.0003818,0.0000694
30403,Okmulgee,Oklahoma,OK,3118,0,0,0,0,0,0,0,0,1596,0,0,0,0,0,0,0,0,1522,0,0,0,0,0,0,0,0
30501,Woodward,Oklahoma,OK,1988,0.001006,0,0.001006,0,0,0,0,0,1013,0.0019743,0,0.0019743,0,0,0,0,0,975,0,0,0,0,0,0,0,0
30502,Enid,Oklahoma,OK,7012,0.0015687,0.0002852,0.0005705,0.0001426,0.0001426,0.0002852,0.0001426,0,3552,0.0028153,0.0005631,0.0011261,0,0.0002815,0.0005631,0.0002815,0,3457,0.0002893,0,0,0.0002893,0,0,0,0
30601,El Paso,Texas,TX,55400,0.0009206,0.0001805,0.000343,0.0001264,0.0000722,0.0000542,0.0001444,0,27961,0.0014663,0.0002503,0.0005722,0.0001431,0.0001073,0.0001073,0.0002861,0,27435,0.0003645,0.0001093,0.0001093,0.0001093,0.0000364,0,0,0
30602,Alamogordo,New Mexico,NM,4759,0.0008405,0,0.0002101,0,0,0.0002101,0.0004203,0,2319,0.0017249,0,0.0004312,0,0,0.0004312,0.0008624,0,2440,0,0,0,0,0,0,0,0
30603,Truth or Consequences,New Mexico,NM,526,0.0019011,0,0.0019011,0,0,0,0,0,278,0,0,0,0,0,0,0,0,,,,,,,,,
